computer_name,event_id,Image,OriginalFileName,CommandLine,CurrentDirectory,User,ParentImage,ParentCommandLine
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.151,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.152,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.153,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.154,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.155,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.156,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\PING.EXE,ping.exe,ping  -n 1 -w 100 192.168.1.157,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c for /l %i in (1,1,254) do ping -n 1 -w 100 192.168.1.%i"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""cmd.exe"" /c arp -a",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\ARP.EXE,arp.exe,arp  -a,C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""cmd.exe"" /c arp -a"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,PowerShell.EXE,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]",C:\Users\JOHNNY~1.DOU\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -executionpolicy bypass"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.27,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.27"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.28",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.28,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.28"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.22,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.22"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.23",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.23,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.23"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.24",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.24,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.24"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.29",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.25",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.25,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.25"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.26",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.26,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.26"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.27",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.29,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.29"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.30",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.30,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.30"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.31",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.31,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.31"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.78,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.78"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.79",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.79,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.79"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.80",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.80,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.80"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.81",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.81,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.81"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.85",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.85,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.85"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.86",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.86,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.86"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.87",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.87,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.87"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.82",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.82,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.82"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.83",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.83,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.83"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.84",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.84,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.84"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.143,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.143"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.144",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.144,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.144"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.142,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.142"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.143",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.145",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.145,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.145"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.146",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.146,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.146"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.148",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.147",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.148,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.148"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.149",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.147,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.147"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.149,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.149"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.150",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.150,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.150"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.142",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.194,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.194"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.195",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.195,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.195"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.196",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.196,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.196"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.197",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.197,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.197"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.198",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.200",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\nslookup.exe,nslookup.exe,nslookup  172.16.26.200,C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\cmd.exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.200"
MY-CAL-WIN10.my-caldera.local,1,C:\Windows\System32\cmd.exe,Cmd.Exe,"""C:\Windows\system32\cmd.exe"" /c nslookup 172.16.26.201",C:\Users\johnny.douche\AppData\Local\Temp\,MY-CALDERA\johnny.douche,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""powershell.exe"" & {$localip = ((ipconfig | findstr [0-9].\.)[0]).Split()[-1]"
